date,bonus,client_name,bill_rate,pay_rate,venue_service_charge,msp_rate,wc_rate,event_state,client_worked,employee_worked,shift_start,shift_end,client_start,employee_start,use_sheet,client_seconds,employee_seconds,client_min_bill,employee_min_pay,client_no_bill,employee_no_pay,client_no_break_penalty,employee_no_break_penalty,client_tips,client_parking,client_travel,client_service_charge,employee_tips,employee_parking,employee_travel,employee_service_charge
2026-04-22,0.0,Amgen Thousand Oaks,35.4,20.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 07:30:00,2026-04-22 15:30:00,2026-04-22 09:00:00,2026-04-22 09:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Amgen Thousand Oaks,35.4,20.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-23 07:30:00,2026-04-23 15:30:00,2026-04-23 07:30:00,2026-04-23 07:30:00,,27120.0,27120.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Amgen Thousand Oaks,42.48,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-23 06:30:00,2026-04-23 14:30:00,2026-04-23 06:30:00,2026-04-23 06:30:00,,28200.0,28200.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Amgen Thousand Oaks,35.4,20.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 07:30:00,2026-04-24 15:30:00,2026-04-24 07:26:00,2026-04-24 07:26:00,,25920.0,25920.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Amgen Thousand Oaks,42.48,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 06:30:00,2026-04-24 14:30:00,2026-04-24 06:30:00,2026-04-24 06:30:00,,27660.0,27660.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Amgen Thousand Oaks,35.4,20.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 07:30:00,2026-04-24 16:00:00,2026-04-24 07:31:00,2026-04-24 07:31:00,,28740.0,28740.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Avalon Hollywood,32.55,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 18:30:00,2026-04-25 22:30:00,2026-04-25 18:53:00,2026-04-25 18:53:00,,13020.0,13020.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Avalon Hollywood,32.55,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 18:30:00,2026-04-25 22:30:00,2026-04-25 18:32:00,2026-04-25 18:32:00,,14400.0,14400.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Avalon Hollywood,32.55,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 18:30:00,2026-04-25 22:30:00,2026-04-25 18:32:00,2026-04-25 18:32:00,,14280.0,14280.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,"Beverly Hills Acquisition, LLC dba Maybourne Beverly Hills",42.5,26.5,0.0,,0.0827,CA,WORKED,WORKED,2026-04-20 07:00:00,2026-04-20 15:30:00,2026-04-20 07:00:00,2026-04-20 07:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,"Beverly Hills Acquisition, LLC dba Maybourne Beverly Hills",42.5,26.5,0.0,,0.0827,CA,WORKED,WORKED,2026-04-20 07:00:00,2026-04-20 15:30:00,2026-04-20 07:00:00,2026-04-20 07:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,"Beverly Hills Acquisition, LLC dba Maybourne Beverly Hills",42.5,26.5,0.0,,0.0827,CA,WORKED,WORKED,2026-04-21 09:00:00,2026-04-21 17:30:00,2026-04-21 09:02:00,2026-04-21 09:02:00,,28920.0,28920.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,"Beverly Hills Acquisition, LLC dba Maybourne Beverly Hills",42.5,26.5,0.0,,0.0827,CA,WORKED,WORKED,2026-04-21 09:00:00,2026-04-21 17:30:00,2026-04-21 09:00:00,2026-04-21 09:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,"Beverly Hills Acquisition, LLC dba Maybourne Beverly Hills",42.5,26.5,0.0,,0.0827,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 11:00:00,2026-04-22 06:00:00,2026-04-22 06:00:00,,18000.0,18000.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Hotel,38.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-20 08:00:00,2026-04-20 16:30:00,2026-04-20 08:00:00,2026-04-20 08:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Hotel,38.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-21 08:00:00,2026-04-21 16:30:00,2026-04-21 08:00:00,2026-04-21 08:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Hotel,38.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-22 08:00:00,2026-04-22 16:30:00,2026-04-22 08:00:00,2026-04-22 08:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Beverly Hills Hotel,38.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 08:00:00,2026-04-25 16:30:00,2026-04-25 08:00:00,2026-04-25 08:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,Beverly Hills Hotel,38.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 08:00:00,2026-04-26 16:30:00,2026-04-26 08:00:00,2026-04-26 08:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,32.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 06:00:00,2026-04-20 11:30:00,2026-04-20 06:00:00,2026-04-20 06:00:00,,19800.0,19800.0,0.0,0.0,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 06:00:00,2026-04-20 13:30:00,2026-04-20 05:54:00,2026-04-20 05:54:00,,26760.0,26760.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 07:00:00,2026-04-20 14:00:00,2026-04-20 07:00:00,2026-04-20 07:00:00,,23880.0,23880.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,36.0,24.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 06:00:00,2026-04-20 13:30:00,2026-04-20 06:22:00,2026-04-20 06:22:00,,24540.0,24540.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 07:00:00,2026-04-20 14:00:00,2026-04-20 07:00:00,2026-04-20 07:00:00,,23400.0,23400.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,33.0,22.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 06:30:00,2026-04-20 13:30:00,2026-04-20 06:30:00,2026-04-20 06:30:00,,23400.0,23400.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,36.0,24.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 06:00:00,2026-04-20 13:30:00,2026-04-20 05:55:00,2026-04-20 05:55:00,,27300.0,27300.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-20 06:00:00,2026-04-20 13:30:00,2026-04-20 05:58:00,2026-04-20 05:58:00,,27120.0,27120.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 07:00:00,2026-04-21 14:00:00,2026-04-21 07:00:00,2026-04-21 07:00:00,,23100.0,23100.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 08:00:00,2026-04-21 13:30:00,2026-04-21 08:45:00,2026-04-21 08:45:00,,14100.0,14100.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 07:00:00,2026-04-21 14:00:00,2026-04-21 07:00:00,2026-04-21 07:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 06:30:00,2026-04-21 14:00:00,2026-04-21 06:42:00,2026-04-21 06:42:00,,25920.0,25920.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 06:00:00,2026-04-21 13:30:00,2026-04-21 05:54:00,2026-04-21 05:54:00,,25500.0,25500.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 06:00:00,2026-04-21 13:30:00,2026-04-21 06:03:00,2026-04-21 06:03:00,,25260.0,25260.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 09:00:00,2026-04-21 13:30:00,2026-04-21 08:45:00,2026-04-21 08:45:00,,19800.0,19800.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,33.0,22.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 06:30:00,2026-04-21 13:30:00,2026-04-21 06:30:00,2026-04-21 06:30:00,,24780.0,24780.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Beverly Hills Unified School District,36.0,24.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-21 06:00:00,2026-04-21 13:30:00,2026-04-21 05:40:00,2026-04-21 05:40:00,,26400.0,26400.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 13:30:00,2026-04-22 06:02:00,2026-04-22 06:02:00,,25200.0,25200.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 07:00:00,2026-04-22 14:00:00,2026-04-22 07:00:00,2026-04-22 07:00:00,,23400.0,23400.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 06:30:00,2026-04-22 13:30:00,2026-04-22 06:30:00,2026-04-22 06:30:00,,25200.0,25200.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 13:30:00,2026-04-22 05:53:00,2026-04-22 05:53:00,,25740.0,25740.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 07:00:00,2026-04-22 14:00:00,2026-04-22 07:01:00,2026-04-22 07:01:00,,23940.0,23940.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 08:00:00,2026-04-22 13:30:00,2026-04-22 07:52:00,2026-04-22 07:52:00,,21180.0,21180.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,40.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 14:00:00,2026-04-22 06:00:00,2026-04-22 06:00:00,,26100.0,26100.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,36.0,24.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 13:30:00,2026-04-22 05:55:00,2026-04-22 05:55:00,,25980.0,25980.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 06:30:00,2026-04-22 13:30:00,2026-04-22 07:00:00,2026-04-22 07:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Beverly Hills Unified School District,32.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 13:30:00,2026-04-22 06:00:00,2026-04-22 06:00:00,,25200.0,25200.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,36.0,24.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 13:30:00,2026-04-23 05:50:00,2026-04-23 05:50:00,,26160.0,26160.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 13:30:00,2026-04-23 06:00:00,2026-04-23 06:00:00,,25260.0,25260.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 06:30:00,2026-04-23 13:30:00,2026-04-23 06:30:00,2026-04-23 06:30:00,,23400.0,23400.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 07:00:00,2026-04-23 14:00:00,2026-04-23 07:00:00,2026-04-23 07:00:00,,24240.0,24240.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,41.25,22.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 13:30:00,2026-04-23 06:00:00,2026-04-23 06:00:00,,25200.0,25200.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 08:00:00,2026-04-23 13:30:00,2026-04-23 08:07:00,2026-04-23 08:07:00,,17460.0,17460.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,32.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 14:00:00,2026-04-23 06:00:00,2026-04-23 06:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 07:00:00,2026-04-23 14:00:00,2026-04-23 07:00:00,2026-04-23 07:00:00,,23400.0,23400.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 13:30:00,2026-04-23 06:00:00,2026-04-23 06:00:00,,25260.0,25260.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 06:30:00,2026-04-23 13:30:00,2026-04-23 07:30:00,2026-04-23 07:30:00,,22500.0,22500.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-23 09:00:00,2026-04-23 13:30:00,2026-04-23 08:46:00,2026-04-23 08:46:00,,18840.0,18840.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,SENTHOME,SENTHOME,2026-04-24 06:30:00,2026-04-24 14:00:00,,,,0.0,0.0,,1.0,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-24 06:00:00,2026-04-24 13:30:00,2026-04-24 05:54:00,2026-04-24 05:54:00,,25680.0,25680.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-24 07:00:00,2026-04-24 14:00:00,2026-04-24 07:00:00,2026-04-24 07:00:00,,23580.0,23580.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-24 08:00:00,2026-04-24 13:30:00,2026-04-24 07:52:00,2026-04-24 07:52:00,,19140.0,19140.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Beverly Hills Unified School District,31.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-24 07:00:00,2026-04-24 14:00:00,2026-04-24 07:00:00,2026-04-24 07:00:00,,23400.0,23400.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Beverly Hills Unified School District,36.0,24.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-24 06:00:00,2026-04-24 13:30:00,2026-04-24 05:50:00,2026-04-24 05:50:00,,25800.0,25800.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Beverly Hills Unified School District,32.0,20.0,0.0,,0.0216,CA,WORKED,WORKED,2026-04-24 06:00:00,2026-04-24 14:00:00,2026-04-24 06:00:00,2026-04-24 06:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Blue Devils Lessee LLC | Hyatt Centric Delfina Santa Monica,34.88,22.5,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 11:00:00,2026-04-23 19:00:00,2026-04-23 11:01:00,2026-04-23 11:01:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Blue Devils Lessee LLC | Hyatt Centric Delfina Santa Monica,34.88,22.5,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 15:00:00,2026-04-23 23:00:00,2026-04-23 14:50:00,2026-04-23 14:50:00,,27300.0,27300.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Blue Devils Lessee LLC | Hyatt Centric Delfina Santa Monica,34.88,22.5,0.0,,0.0827,CA,NOSHOW,NOSHOW,2026-04-25 15:00:00,2026-04-25 23:00:00,,,,0.0,0.0,,,,,,,,,,,,,,
2026-04-26,0.0,Blue Devils Lessee LLC | Hyatt Centric Delfina Santa Monica,34.88,24.75,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 14:00:00,2026-04-26 22:00:00,2026-04-26 14:00:00,2026-04-26 14:00:00,,27000.0,27000.0,0.0,0.0,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Camp Ronald McDonald,40.0,27.0,0.0,0.12,0.0793,CA,WORKED,WORKED,2026-04-22 11:00:00,2026-04-22 17:30:00,2026-04-22 11:00:00,2026-04-22 11:00:00,,24060.0,24060.0,0.0,0.0,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Camp Ronald McDonald,40.0,27.0,0.0,0.12,0.0793,CA,WORKED,WORKED,2026-04-23 12:30:00,2026-04-23 21:00:00,2026-04-23 12:28:00,2026-04-23 12:28:00,,25380.0,25380.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Camp Ronald McDonald,40.0,27.0,0.0,0.12,0.0793,CA,WORKED,WORKED,2026-04-24 12:30:00,2026-04-24 21:00:00,2026-04-24 12:28:00,2026-04-24 12:28:00,,24420.0,24420.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Camp Ronald McDonald,40.0,27.0,0.0,0.12,0.0793,CA,WORKED,WORKED,2026-04-25 12:30:00,2026-04-25 21:00:00,2026-04-25 12:26:00,2026-04-25 12:26:00,,25440.0,25440.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Camp Ronald McDonald,37.5,25.0,0.0,0.12,0.0793,CA,WORKED,WORKED,2026-04-25 07:00:00,2026-04-25 15:00:00,,,,,,,,,,,,,,,,,,,
2026-04-26,0.0,Camp Ronald McDonald,40.0,27.0,0.0,0.12,0.0793,CA,WORKED,WORKED,2026-04-26 06:00:00,2026-04-26 16:30:00,2026-04-26 06:01:00,2026-04-26 06:01:00,,35940.0,35940.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,Camp Ronald McDonald,37.5,25.0,0.0,0.12,0.0793,CA,WORKED,WORKED,2026-04-26 06:00:00,2026-04-26 14:00:00,2026-04-26 05:57:00,2026-04-26 05:57:00,,27180.0,27180.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Canyon Palm Springs Hotel dba Thompson Palm Springs,41.25,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-20 19:00:00,2026-04-20 23:00:00,2026-04-20 19:00:00,2026-04-20 19:00:00,,15180.0,15180.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Canyon Palm Springs Hotel dba Thompson Palm Springs,41.25,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-20 18:00:00,2026-04-20 23:00:00,2026-04-20 18:01:00,2026-04-20 18:01:00,,18000.0,18000.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Capital Group - Irvine,42.96,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-20 06:00:00,2026-04-20 14:30:00,2026-04-20 06:00:00,2026-04-20 06:00:00,,28740.0,28740.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Capital Group - Irvine,42.96,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-21 06:00:00,2026-04-21 14:30:00,2026-04-21 06:00:00,2026-04-21 06:00:00,,5280.0,5280.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Capital Group - Irvine,42.96,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 14:30:00,2026-04-22 05:30:00,2026-04-22 05:30:00,,27300.0,27300.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Capital Group - Irvine,42.96,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 14:30:00,2026-04-22 06:00:00,2026-04-22 06:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Capital Group - Irvine,42.96,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 14:30:00,2026-04-22 06:00:00,2026-04-22 06:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Capital Group - Irvine,42.96,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 14:30:00,2026-04-23 06:00:00,2026-04-23 06:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Capital Group - Irvine,42.96,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 14:30:00,2026-04-23 05:30:00,2026-04-23 05:30:00,,27600.0,27600.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Cedars Sinai Medical Center,39.6,24.0,0.0,0.09,0.0549,CA,NOSHOW,NOSHOW,2026-04-22 07:30:00,2026-04-22 15:00:00,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Cedars Sinai Medical Center,34.65,24.0,0.0,0.09,0.0549,CA,WORKED,WORKED,2026-04-23 09:00:00,2026-04-23 15:00:00,2026-04-23 09:00:00,2026-04-23 09:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Cedars Sinai Medical Center,39.6,24.0,0.0,0.09,0.0549,CA,WORKED,WORKED,2026-04-23 07:30:00,2026-04-23 16:00:00,2026-04-23 07:30:00,2026-04-23 07:30:00,,25620.0,25620.0,,,,,0.0,0.0,,,,,,,,
